
#DOS
-0.9375 0.28125 0 0.540629
-0.9375 0.25 0 0.677331
-0.9375 0.21875 0 0.821285
-0.9375 0.1875 0 0.965966
-0.9375 0.15625 0 1.10436
-0.9375 0.125 0 1.22941
-0.9375 0.09375 0 1.33455
-0.9375 0.0625 0 1.41408
-0.9375 0.03125 0 1.46365
-0.9375 0 0 1.48048
-0.9375 -0.03125 0 1.46365
-0.9375 -0.0625 0 1.41408
-0.9375 -0.09375 0 1.33455
-0.9375 -0.125 0 1.22941
-0.9375 -0.15625 0 1.10436
-0.9375 -0.1875 0 0.965966
-0.9375 -0.21875 0 0.821286
-0.9375 -0.25 0 0.677331
-0.9375 -0.28125 0 0.540629
-0.9375 -0.3125 0 0.416801
-0.9375 -0.34375 0 0.31023
-0.9375 -0.375 0 0.223831
-0.9375 -0.40625 0 0.158942
-0.9375 -0.4375 0 0.115335
-0.9375 -0.46875 0 0.0913554
-0.9375 -0.5 0 0.0841527
-0.9375 -0.53125 0 0.0900053
-0.9375 -0.5625 0 0.104689
-0.9375 -0.59375 0 0.12387
-0.9375 -0.625 0 0.143479
-0.9375 -0.65625 0 0.16004
-0.9375 -0.6875 0 0.170936
-0.9375 -0.71875 0 0.174567
-0.9375 -0.75 0 0.170417
-0.9375 -0.78125 0 0.159016
-0.9375 -0.8125 0 0.141794
-0.9375 -0.84375 0 0.12087
-0.9375 -0.875 0 0.0987729
-0.9375 -0.90625 0 0.0781344
-0.9375 -0.9375 0 0.0613873
-0.9375 -0.96875 0 0.0504903

-0.96875 1 0 0.0348538
-0.96875 0.96875 0 0.0388778
-0.96875 0.9375 0 0.0504903
-0.96875 0.90625 0 0.0683624
-0.96875 0.875 0 0.0904408
-0.96875 0.84375 0 0.114173
-0.96875 0.8125 0 0.136796
-0.96875 0.78125 0 0.155646
-0.96875 0.75 0 0.168488
-0.96875 0.71875 0 0.173794
-0.96875 0.6875 0 0.170978
-0.96875 0.65625 0 0.160539
-0.96875 0.625 0 0.144104
-0.96875 0.59375 0 0.124364
-0.96875 0.5625 0 0.104906
-0.96875 0.53125 0 0.0899385
-0.96875 0.5 0 0.0839554
-0.96875 0.46875 0 0.0913413
-0.96875 0.4375 0 0.115967
-0.96875 0.40625 0 0.160804
-0.96875 0.375 0 0.227592
-0.96875 0.34375 0 0.316591
-0.96875 0.3125 0 0.42644
-0.96875 0.28125 0 0.554145
-0.96875 0.25 0 0.695189
-0.96875 0.21875 0 0.843768
-0.96875 0.1875 0 0.993139
-0.96875 0.15625 0 1.13605
-0.96875 0.125 0 1.26522
-0.96875 0.09375 0 1.37382
-0.96875 0.0625 0 1.45599
-0.96875 0.03125 0 1.5072
-0.96875 0 0 1.52459
-0.96875 -0.03125 0 1.5072
-0.96875 -0.0625 0 1.45599
-0.96875 -0.09375 0 1.37382
-0.96875 -0.125 0 1.26522
-0.96875 -0.15625 0 1.13605
-0.96875 -0.1875 0 0.993139
-0.96875 -0.21875 0 0.843768
-0.96875 -0.25 0 0.695189
-0.96875 -0.28125 0 0.554145
-0.96875 -0.3125 0 0.42644
-0.96875 -0.34375 0 0.316591
-0.96875 -0.375 0 0.227592
-0.96875 -0.40625 0 0.160804
-0.96875 -0.4375 0 0.115967
-0.96875 -0.46875 0 0.0913413
-0.96875 -0.5 0 0.0839554
-0.96875 -0.53125 0 0.0899385
-0.96875 -0.5625 0 0.104906
-0.96875 -0.59375 0 0.124364
-0.96875 -0.625 0 0.144104
-0.96875 -0.65625 0 0.160539
-0.96875 -0.6875 0 0.170978
-0.96875 -0.71875 0 0.173794
-0.96875 -0.75 0 0.168488
-0.96875 -0.78125 0 0.155646
-0.96875 -0.8125 0 0.136796
-0.96875 -0.84375 0 0.114173
-0.96875 -0.875 0 0.0904408
-0.96875 -0.90625 0 0.0683624
-0.96875 -0.9375 0 0.0504903
-0.96875 -0.96875 0 0.0388778
